Country,Freedom2015,Freedom2016,Freedom2017,Freedom2018,Freedom2019,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,Generosity2015,Generosity2016,Generosity2017,Generosity2018,Generosity2019,Government_Corruption2015,Government_Corruption2016,Government_Corruption2017,Government_Corruption2018,Government_Corruption2019,Happiness_Score2015,Happiness_Score2016,Happiness_Score2017,Happiness_Score2018,Happiness_Score2019,Life_Expectancy2015,Life_Expectancy2016,Life_Expectancy2017,Life_Expectancy2018,Life_Expectancy2019,Social_Support2015,Social_Support2016,Social_Support2017,Social_Support2018,Social_Support2019,Happiness2015,Happiness2016,Happiness2017,Happiness2018,Happiness2019
Saudi Arabia,0.439,0.36772,0.31056,0.377922267,0.406,1.403,0.36498,0.44314,0.479309022,0.429,0.08,0.20843,0.19103,0.183468893,0.138,0.132,0.10713,0.11681,0.115460448,0.082,6.375,3.904,4.219,4.534999847,4.631,0.795,0.4354,0.40457,0.409362853,0.433,1.357,0.97619,0.77416,1.179691911,1.117,Happy,NotHappy,Happy,Happy,Happy
Senegal,0.36772,0.31056,0.377922267,0.406,0.292,0.36498,0.44314,0.479309022,0.429,0.45,0.20843,0.19103,0.183468893,0.138,0.153,0.10713,0.11681,0.115460448,0.082,0.072,3.904,4.219,4.534999847,4.631,4.681,0.4354,0.40457,0.409362853,0.433,0.571,0.97619,0.77416,1.179691911,1.117,1.134,NotHappy,Happy,Happy,Happy,Happy
Senegal,0.31056,0.377922267,0.406,0.292,0.20107,0.44314,0.479309022,0.429,0.45,0.92053,0.19103,0.183468893,0.138,0.153,0.19231,0.11681,0.115460448,0.082,0.072,0.02617,4.219,4.534999847,4.631,4.681,5.123,0.40457,0.409362853,0.433,0.571,0.74836,0.77416,1.179691911,1.117,1.134,1.00964,Happy,Happy,Happy,Happy,Happy
Senegal,0.377922267,0.406,0.292,0.20107,0.15718,0.479309022,0.429,0.45,0.92053,1.03437,0.183468893,0.138,0.153,0.19231,0.20737,0.115460448,0.082,0.072,0.02617,0.04339,4.534999847,4.631,4.681,5.123,5.177,0.409362853,0.433,0.571,0.74836,0.6458,1.179691911,1.117,1.134,1.00964,0.81329,Happy,Happy,Happy,Happy,Happy
Senegal,0.406,0.292,0.20107,0.15718,0.208715528,0.429,0.45,0.92053,1.03437,1.069317579,0.138,0.153,0.19231,0.20737,0.220125884,0.082,0.072,0.02617,0.04339,0.040903781,4.631,4.681,5.123,5.177,5.394999981,0.433,0.571,0.74836,0.6458,0.650784671,1.117,1.134,1.00964,0.81329,1.258189797,Happy,Happy,Happy,Happy,Happy
Senegal,0.292,0.20107,0.15718,0.208715528,0.288,0.45,0.92053,1.03437,1.069317579,0.975,0.153,0.19231,0.20737,0.220125884,0.134,0.072,0.02617,0.04339,0.040903781,0.043,4.681,5.123,5.177,5.394999981,5.398,0.571,0.74836,0.6458,0.650784671,0.685,1.134,1.00964,0.81329,1.258189797,1.369,Happy,Happy,Happy,Happy,Happy
Serbia,0.20107,0.15718,0.208715528,0.288,0.282,0.92053,1.03437,1.069317579,0.975,1.004,0.19231,0.20737,0.220125884,0.134,0.137,0.02617,0.04339,0.040903781,0.043,0.039,5.123,5.177,5.394999981,5.398,5.603,0.74836,0.6458,0.650784671,0.685,0.854,1.00964,0.81329,1.258189797,1.369,1.383,Happy,Happy,Happy,Happy,Happy
Serbia,0.15718,0.208715528,0.288,0.282,0.4084,1.03437,1.069317579,0.975,1.004,0.33024,0.20737,0.220125884,0.134,0.137,0.21488,0.04339,0.040903781,0.043,0.039,0.08786,5.177,5.394999981,5.398,5.603,4.507,0.6458,0.650784671,0.685,0.854,0,0.81329,1.258189797,1.369,1.383,0.95571,Happy,Happy,Happy,Happy,Happy
Serbia,0.208715528,0.288,0.282,0.4084,0.30685,1.069317579,0.975,1.004,0.33024,0.36485,0.220125884,0.134,0.137,0.21488,0.23897,0.040903781,0.043,0.039,0.08786,0.08196,5.394999981,5.398,5.603,4.507,4.635,0.650784671,0.685,0.854,0,0,1.258189797,1.369,1.383,0.95571,0.628,Happy,Happy,Happy,Happy,Happy
Serbia,0.288,0.282,0.4084,0.30685,0.318697691,0.975,1.004,0.33024,0.36485,0.368420929,0.134,0.137,0.21488,0.23897,0.293040901,0.043,0.039,0.08786,0.08196,0.071095176,5.398,5.603,4.507,4.635,4.709000111,0.685,0.854,0,0,0.005564754,1.369,1.383,0.95571,0.628,0.984136045,Happy,Happy,Happy,Happy,Happy
Serbia,0.282,0.4084,0.30685,0.318697691,0.355,1.004,0.33024,0.36485,0.368420929,0.256,0.137,0.21488,0.23897,0.293040901,0.238,0.039,0.08786,0.08196,0.071095176,0.053,5.603,4.507,4.635,4.709000111,4.571,0.854,0,0,0.005564754,0,1.383,0.95571,0.628,0.984136045,0.813,Happy,Happy,Happy,Happy,Happy
Sierra Leone,0.4084,0.30685,0.318697691,0.355,0.309,0.33024,0.36485,0.368420929,0.256,0.268,0.21488,0.23897,0.293040901,0.238,0.252,0.08786,0.08196,0.071095176,0.053,0.045,4.507,4.635,4.709000111,4.571,4.374,0,0,0.005564754,0,0.242,0.95571,0.628,0.984136045,0.813,0.841,Happy,Happy,Happy,Happy,Happy
Sierra Leone,0.30685,0.318697691,0.355,0.309,0.54252,0.36485,0.368420929,0.256,0.268,1.52186,0.23897,0.293040901,0.238,0.252,0.31105,0.08196,0.071095176,0.053,0.045,0.4921,4.635,4.709000111,4.571,4.374,6.798,0,0.005564754,0,0.242,1.02525,0.628,0.984136045,0.813,0.841,1.02,Happy,Happy,Happy,Happy,Happy
Sierra Leone,0.318697691,0.355,0.309,0.54252,0.4877,0.368420929,0.256,0.268,1.52186,1.64555,0.293040901,0.238,0.252,0.31105,0.32706,0.071095176,0.053,0.045,0.4921,0.46987,4.709000111,4.571,4.374,6.798,6.739,0.005564754,0,0.242,1.02525,0.94719,0.984136045,0.813,0.841,1.02,0.86758,Happy,Happy,Happy,Happy,Happy
Sierra Leone,0.355,0.309,0.54252,0.4877,0.549840569,0.256,0.268,1.52186,1.64555,1.69227767,0.238,0.252,0.31105,0.32706,0.345965981,0.053,0.045,0.4921,0.46987,0.464307785,4.571,4.374,6.798,6.739,6.572000027,0,0.242,1.02525,0.94719,0.949492395,0.813,0.841,1.02,0.86758,1.353814363,Happy,Happy,Happy,Happy,Happy
Sierra Leone,0.309,0.54252,0.4877,0.549840569,0.631,0.268,1.52186,1.64555,1.69227767,1.529,0.252,0.31105,0.32706,0.345965981,0.261,0.045,0.4921,0.46987,0.464307785,0.457,4.374,6.798,6.739,6.572000027,6.343,0.242,1.02525,0.94719,0.949492395,1.008,0.841,1.02,0.86758,1.353814363,1.451,Happy,Happy,Happy,Happy,Happy
Singapore,0.54252,0.4877,0.549840569,0.631,0.556,1.52186,1.64555,1.69227767,1.529,1.572,0.31105,0.32706,0.345965981,0.261,0.271,0.4921,0.46987,0.464307785,0.457,0.453,6.798,6.739,6.572000027,6.343,6.262,1.02525,0.94719,0.949492395,1.008,1.141,1.02,0.86758,1.353814363,1.451,1.463,Happy,Happy,Happy,Happy,Happy
Singapore,0.4877,0.549840569,0.631,0.556,0.31751,1.64555,1.69227767,1.529,1.572,1.16891,0.32706,0.345965981,0.261,0.271,0.16893,0.46987,0.464307785,0.457,0.453,0.03431,6.739,6.572000027,6.343,6.262,5.995,0.94719,0.949492395,1.008,1.141,0.78902,0.86758,1.353814363,1.451,1.463,1.26999,Happy,Happy,Happy,Happy,Happy
Singapore,0.549840569,0.631,0.556,0.31751,0.23391,1.69227767,1.529,1.572,1.16891,1.27973,0.345965981,0.261,0.271,0.16893,0.13837,0.464307785,0.457,0.453,0.03431,0.02947,6.572000027,6.343,6.262,5.995,6.078,0.949492395,1.008,1.141,0.78902,0.70367,1.353814363,1.451,1.463,1.26999,1.08268,Happy,Happy,Happy,Happy,Happy
Singapore,0.631,0.556,0.31751,0.23391,0.295817465,1.529,1.572,1.16891,1.27973,1.325393558,0.261,0.271,0.16893,0.13837,0.136544481,0.457,0.453,0.03431,0.02947,0.024210852,6.343,6.262,5.995,6.078,6.09800005,1.008,1.141,0.78902,0.70367,0.712732911,1.451,1.463,1.26999,1.08268,1.505059242,Happy,Happy,Happy,Happy,Happy
Singapore,0.556,0.31751,0.23391,0.295817465,0.354,1.572,1.16891,1.27973,1.325393558,1.21,0.271,0.16893,0.13837,0.136544481,0.118,0.453,0.03431,0.02947,0.024210852,0.014,6.262,5.995,6.078,6.09800005,6.173,1.141,0.78902,0.70367,0.712732911,0.776,1.463,1.26999,1.08268,1.505059242,1.537,Happy,Happy,Happy,Happy,Happy
Slovakia,0.31751,0.23391,0.295817465,0.354,0.334,1.16891,1.27973,1.325393558,1.21,1.246,0.16893,0.13837,0.136544481,0.118,0.121,0.03431,0.02947,0.024210852,0.014,0.014,5.995,6.078,6.09800005,6.173,6.198,0.78902,0.70367,0.712732911,0.776,0.881,1.26999,1.08268,1.505059242,1.537,1.504,Happy,Happy,Happy,Happy,Happy
Slovakia,0.23391,0.295817465,0.354,0.334,0.60855,1.27973,1.325393558,1.21,1.246,1.18498,0.13837,0.136544481,0.118,0.121,0.25328,0.02947,0.024210852,0.014,0.014,0.03787,6.078,6.09800005,6.173,6.198,5.848,0.70367,0.712732911,0.776,0.881,0.87337,1.08268,1.505059242,1.537,1.504,1.27385,Happy,Happy,Happy,Happy,Happy
Slovakia,0.295817465,0.354,0.334,0.60855,0.53164,1.325393558,1.21,1.246,1.18498,1.29947,0.136544481,0.118,0.121,0.25328,0.25738,0.024210852,0.014,0.014,0.03787,0.03635,6.09800005,6.173,6.198,5.848,5.768,0.712732911,0.776,0.881,0.87337,0.79151,1.505059242,1.537,1.504,1.27385,1.05613,Happy,Happy,Happy,Happy,Happy
Slovakia,0.354,0.334,0.60855,0.53164,0.572575808,1.21,1.246,1.18498,1.29947,1.341205955,0.118,0.121,0.25328,0.25738,0.242649093,0.014,0.014,0.03787,0.03635,0.045128979,6.173,6.198,5.848,5.768,5.757999897,0.776,0.881,0.87337,0.79151,0.790828228,1.537,1.504,1.27385,1.05613,1.452518821,Happy,Happy,Happy,Happy,Happy
Slovakia,0.334,0.60855,0.53164,0.572575808,0.633,1.246,1.18498,1.29947,1.341205955,1.219,0.121,0.25328,0.25738,0.242649093,0.16,0.014,0.03787,0.03635,0.045128979,0.051,6.198,5.848,5.768,5.757999897,5.948,0.881,0.87337,0.79151,0.790828228,0.856,1.504,1.27385,1.05613,1.452518821,1.506,Happy,Happy,Happy,Happy,Happy
Slovenia,0.60855,0.53164,0.572575808,0.633,0.564,1.18498,1.29947,1.341205955,1.219,1.258,0.25328,0.25738,0.242649093,0.16,0.144,0.03787,0.03635,0.045128979,0.051,0.057,5.848,5.768,5.757999897,5.948,6.118,0.87337,0.79151,0.790828228,0.856,0.953,1.27385,1.05613,1.452518821,1.506,1.523,Happy,Happy,Happy,Happy,Happy
Slovenia,0.53164,0.572575808,0.633,0.564,0.56778,1.29947,1.341205955,1.219,1.258,0,0.25738,0.242649093,0.16,0.144,0.27225,0.03635,0.045128979,0.051,0.057,0.3118,5.768,5.757999897,5.948,6.118,5.44,0.79151,0.790828228,0.856,0.953,0.11466,1.05613,1.452518821,1.506,1.523,0.33613,Happy,Happy,Happy,Happy,Happy
Slovenia,0.572575808,0.633,0.564,0.56778,0.602126956,1.341205955,1.219,1.258,0,0.022643184,0.242649093,0.16,0.144,0.27225,0.291631311,0.045128979,0.051,0.057,0.3118,0.282410324,5.757999897,5.948,6.118,5.44,5.151000023,0.790828228,0.856,0.953,0.11466,0.113989137,1.452518821,1.506,1.523,0.33613,0.721151352,Happy,Happy,Happy,Happy,Happy
Slovenia,0.633,0.564,0.56778,0.602126956,0.674,1.219,1.258,0,0.022643184,0,0.16,0.144,0.27225,0.291631311,0.238,0.051,0.057,0.3118,0.282410324,0.282,5.948,6.118,5.44,5.151000023,4.982,0.856,0.953,0.11466,0.113989137,0.115,1.506,1.523,0.33613,0.721151352,0.712,Happy,Happy,Happy,Happy,Happy
Slovenia,0.564,0.56778,0.602126956,0.674,0.559,1.258,0,0.022643184,0,0,0.144,0.27225,0.291631311,0.238,0.243,0.057,0.3118,0.282410324,0.282,0.27,6.118,5.44,5.151000023,4.982,4.668,0.953,0.11466,0.113989137,0.115,0.268,1.523,0.33613,0.721151352,0.712,0.698,Happy,Happy,Happy,Happy,Happy
Somalia,0.56778,0.602126956,0.674,0.559,0.46582,0,0.022643184,0,0,0.18847,0.27225,0.291631311,0.238,0.243,0.50318,0.3118,0.282410324,0.282,0.27,0.39928,5.44,5.151000023,4.982,4.668,5.057,0.11466,0.113989137,0.115,0.268,0.43873,0.33613,0.721151352,0.712,0.698,0.95152,Happy,Happy,Happy,Happy,Happy
Somalia,0.602126956,0.674,0.559,0.46582,0.3913,0.022643184,0,0,0.18847,0.25558,0.291631311,0.238,0.243,0.50318,0.51479,0.282410324,0.282,0.27,0.39928,0.36794,5.151000023,4.982,4.668,5.057,5.057,0.113989137,0.115,0.268,0.43873,0.33108,0.721151352,0.712,0.698,0.95152,0.75862,Happy,Happy,Happy,Happy,Happy
Somalia,0.674,0.559,0.46582,0.3913,0.33207,0,0,0.18847,0.25558,0.92049,0.238,0.243,0.50318,0.51479,0.11973,0.282,0.27,0.39928,0.36794,0.08884,4.982,4.668,5.057,5.057,4.642,0.115,0.268,0.43873,0.33108,0.27688,0.712,0.698,0.95152,0.75862,1.18468,Happy,Happy,Happy,Happy,Happy
Somalia,0.559,0.46582,0.3913,0.33207,0.42483,0,0.18847,0.25558,0.92049,1.02416,0.243,0.50318,0.51479,0.11973,0.13656,0.27,0.39928,0.36794,0.08884,0.08415,4.668,5.057,5.057,4.642,4.459,0.268,0.43873,0.33108,0.27688,0.18611,0.698,0.95152,0.75862,1.18468,0.96053,Happy,Happy,Happy,Happy,Happy
Somaliland region,0.46582,0.3913,0.33207,0.42483,0.479246736,0.18847,0.25558,0.92049,1.02416,1.054698706,0.50318,0.51479,0.11973,0.13656,0.13936238,0.39928,0.36794,0.08884,0.08415,0.072509497,5.057,5.057,4.642,4.459,4.828999996,0.43873,0.33108,0.27688,0.18611,0.18708007,0.95152,0.75862,1.18468,0.96053,1.384788632,Happy,Happy,Happy,Happy,Happy
Somaliland Region,0.3913,0.33207,0.42483,0.479246736,0.516,0.25558,0.92049,1.02416,1.054698706,0.94,0.51479,0.11973,0.13656,0.13936238,0.103,0.36794,0.08884,0.08415,0.072509497,0.056,5.057,4.642,4.459,4.828999996,4.724,0.33108,0.27688,0.18611,0.18708007,0.33,0.75862,1.18468,0.96053,1.384788632,1.41,Happy,Happy,Happy,Happy,Happy
South Africa,0.33207,0.42483,0.479246736,0.516,0.389,0.92049,1.02416,1.054698706,0.94,0.96,0.11973,0.13656,0.13936238,0.103,0.13,0.08884,0.08415,0.072509497,0.056,0.055,4.642,4.459,4.828999996,4.724,4.722,0.27688,0.18611,0.18708007,0.33,0.469,1.18468,0.96053,1.384788632,1.41,1.351,Happy,Happy,Happy,Happy,Happy
South Africa,0.42483,0.479246736,0.516,0.389,0.33208,1.02416,1.054698706,0.94,0.96,1.24461,0.13656,0.13936238,0.103,0.13,0.18557,0.08415,0.072509497,0.056,0.055,0.07857,4.459,4.828999996,4.724,4.722,5.984,0.18611,0.18708007,0.33,0.469,0.96538,0.96053,1.384788632,1.41,1.351,0.95774,Happy,Happy,Happy,Happy,Happy
South Africa,0.479246736,0.516,0.389,0.33208,0.25168,1.054698706,0.94,0.96,1.24461,1.35948,0.13936238,0.103,0.13,0.18557,0.18824,0.072509497,0.056,0.055,0.07857,0.07716,4.828999996,4.724,4.722,5.984,5.835,0.18708007,0.33,0.469,0.96538,0.88645,1.384788632,1.41,1.351,0.95774,0.72194,Happy,Happy,Happy,Happy,Happy
South Africa,0.516,0.389,0.33208,0.25168,0.257921666,0.94,0.96,1.24461,1.35948,1.401678443,0.103,0.13,0.18557,0.18824,0.206674367,0.056,0.055,0.07857,0.07716,0.063282669,4.724,4.722,5.984,5.835,5.837999821,0.33,0.469,0.96538,0.88645,0.900214076,1.41,1.351,0.95774,0.72194,1.128274441,Happy,Happy,Happy,Happy,Happy
South Africa,0.389,0.33208,0.25168,0.257921666,0.244,0.96,1.24461,1.35948,1.401678443,1.266,0.13,0.18557,0.18824,0.206674367,0.175,0.055,0.07857,0.07716,0.063282669,0.051,4.722,5.984,5.835,5.837999821,5.875,0.469,0.96538,0.88645,0.900214076,0.955,1.351,0.95774,0.72194,1.128274441,1.204,Happy,Happy,Happy,Happy,Happy
South Korea,0.33208,0.25168,0.257921666,0.244,0.159,1.24461,1.35948,1.401678443,1.266,1.301,0.18557,0.18824,0.206674367,0.175,0.175,0.07857,0.07716,0.063282669,0.051,0.056,5.984,5.835,5.837999821,5.875,5.895,0.96538,0.88645,0.900214076,0.955,1.036,0.95774,0.72194,1.128274441,1.204,1.219,Happy,Happy,Happy,Happy,Happy
South Korea,0.25168,0.257921666,0.244,0.159,0.19662,1.35948,1.401678443,1.266,1.301,0.39394,0.18824,0.206674367,0.175,0.175,0.25899,0.07716,0.063282669,0.051,0.056,0.13015,5.835,5.837999821,5.875,5.895,3.832,0.88645,0.900214076,0.955,1.036,0.15781,0.72194,1.128274441,1.204,1.219,0.18519,Happy,Happy,Happy,Happy,NotHappy
South Korea,0.257921666,0.244,0.159,0.19662,0.147062436,1.401678443,1.266,1.301,0.39394,0.397248626,0.206674367,0.175,0.175,0.25899,0.285670817,0.063282669,0.051,0.056,0.13015,0.116793513,5.837999821,5.875,5.895,3.832,3.59100008,0.900214076,0.955,1.036,0.15781,0.163486004,1.128274441,1.204,1.219,0.18519,0.601323128,Happy,Happy,Happy,NotHappy,NotHappy
South Korea,0.244,0.159,0.19662,0.147062436,0.112,1.266,1.301,0.39394,0.397248626,0.337,0.175,0.175,0.25899,0.285670817,0.224,0.051,0.056,0.13015,0.116793513,0.106,5.875,5.895,3.832,3.59100008,3.254,0.955,1.036,0.15781,0.163486004,0.177,1.204,1.219,0.18519,0.601323128,0.608,Happy,Happy,NotHappy,NotHappy,NotHappy
South Korea,0.159,0.19662,0.147062436,0.112,0.01,1.301,0.39394,0.397248626,0.337,0.306,0.175,0.25899,0.285670817,0.224,0.202,0.056,0.13015,0.116793513,0.106,0.091,5.895,3.832,3.59100008,3.254,2.853,1.036,0.15781,0.163486004,0.177,0.295,1.219,0.18519,0.601323128,0.608,0.575,Happy,NotHappy,NotHappy,NotHappy,NotHappy
South Sudan,0.19662,0.147062436,0.112,0.01,0.45951,0.39394,0.397248626,0.337,0.306,1.23011,0.25899,0.285670817,0.224,0.202,0.18227,0.13015,0.116793513,0.106,0.091,0.06398,3.832,3.59100008,3.254,2.853,6.329,0.15781,0.163486004,0.177,0.295,0.95562,0.18519,0.601323128,0.608,0.575,1.31379,NotHappy,NotHappy,NotHappy,NotHappy,Happy
South Sudan,0.147062436,0.112,0.01,0.45951,0.37545,0.397248626,0.337,0.306,1.23011,1.34253,0.285670817,0.224,0.202,0.18227,0.17665,0.116793513,0.106,0.091,0.06398,0.06137,3.59100008,3.254,2.853,6.329,6.361,0.163486004,0.177,0.295,0.95562,0.87896,0.601323128,0.608,0.575,1.31379,1.12945,NotHappy,NotHappy,NotHappy,Happy,Happy
South Sudan,0.112,0.01,0.45951,0.37545,0.40878123,0.337,0.306,1.23011,1.34253,1.384397864,0.224,0.202,0.18227,0.17665,0.190133572,0.106,0.091,0.06398,0.06137,0.070914097,3.254,2.853,6.329,6.361,6.402999878,0.177,0.295,0.95562,0.87896,0.8889606,0.608,0.575,1.31379,1.12945,1.532090902,NotHappy,NotHappy,Happy,Happy,Happy
South Sudan,0.01,0.45951,0.37545,0.40878123,0.449,0.306,1.23011,1.34253,1.384397864,1.251,0.202,0.18227,0.17665,0.190133572,0.142,0.091,0.06398,0.06137,0.070914097,0.074,2.853,6.329,6.361,6.402999878,6.31,0.295,0.95562,0.87896,0.8889606,0.965,0.575,1.31379,1.12945,1.532090902,1.538,NotHappy,Happy,Happy,Happy,Happy
Spain,0.45951,0.37545,0.40878123,0.449,0.362,1.23011,1.34253,1.384397864,1.251,1.286,0.18227,0.17665,0.190133572,0.142,0.153,0.06398,0.06137,0.070914097,0.074,0.079,6.329,6.361,6.402999878,6.31,6.354,0.95562,0.87896,0.8889606,0.965,1.062,1.31379,1.12945,1.532090902,1.538,1.484,Happy,Happy,Happy,Happy,Happy
Spain,0.37545,0.40878123,0.449,0.362,0.53726,1.34253,1.384397864,1.251,1.286,0.83524,0.17665,0.190133572,0.142,0.153,0.40828,0.06137,0.070914097,0.074,0.079,0.09179,6.361,6.402999878,6.31,6.354,4.271,0.87896,0.8889606,0.965,1.062,0.70806,1.12945,1.532090902,1.538,1.484,1.01905,Happy,Happy,Happy,Happy,Happy
Spain,0.40878123,0.449,0.362,0.53726,0.50817,1.384397864,1.251,1.286,0.83524,0.97318,0.190133572,0.142,0.153,0.40828,0.46978,0.070914097,0.074,0.079,0.09179,0.07964,6.402999878,6.31,6.354,4.271,4.415,0.8889606,0.965,1.062,0.70806,0.62007,1.532090902,1.538,1.484,1.01905,0.84783,Happy,Happy,Happy,Happy,Happy
Spain,0.449,0.362,0.53726,0.50817,0.561213255,1.251,1.286,0.83524,0.97318,1.009850144,0.142,0.153,0.40828,0.46978,0.490863562,0.074,0.079,0.09179,0.07964,0.073653966,6.31,6.354,4.271,4.415,4.440000057,0.965,1.062,0.70806,0.62007,0.625130832,1.538,1.484,1.01905,0.84783,1.259976387,Happy,Happy,Happy,Happy,Happy
Spain,0.362,0.53726,0.50817,0.561213255,0.585,1.286,0.83524,0.97318,1.009850144,0.918,0.153,0.40828,0.46978,0.490863562,0.307,0.079,0.09179,0.07964,0.073653966,0.05,6.354,4.271,4.415,4.440000057,4.471,1.062,0.70806,0.62007,0.625130832,0.672,1.484,1.01905,0.84783,1.259976387,1.314,Happy,Happy,Happy,Happy,Happy
Sri Lanka,0.53726,0.50817,0.561213255,0.585,0.47,0.83524,0.97318,1.009850144,0.918,0.949,0.40828,0.46978,0.490863562,0.307,0.244,0.09179,0.07964,0.073653966,0.05,0.047,4.271,4.415,4.440000057,4.471,4.366,0.70806,0.62007,0.625130832,0.672,0.831,1.01905,0.84783,1.259976387,1.314,1.265,Happy,Happy,Happy,Happy,Happy
Sri Lanka,0.50817,0.561213255,0.585,0.47,0.10081,0.97318,1.009850144,0.918,0.949,0.52107,0.46978,0.490863562,0.307,0.244,0.19062,0.07964,0.073653966,0.05,0.047,0.1466,4.415,4.440000057,4.471,4.366,4.55,0.62007,0.625130832,0.672,0.831,0.36878,0.84783,1.259976387,1.314,1.265,1.01404,Happy,Happy,Happy,Happy,Happy
Sri Lanka,0.561213255,0.585,0.47,0.10081,0,1.009850144,0.918,0.949,0.52107,0.63069,0.490863562,0.307,0.244,0.19062,0.18077,0.073653966,0.05,0.047,0.1466,0.10039,4.440000057,4.471,4.366,4.55,4.139,0.625130832,0.672,0.831,0.36878,0.29759,1.259976387,1.314,1.265,1.01404,0.81928,Happy,Happy,Happy,Happy,Happy
Sri Lanka,0.585,0.47,0.10081,0,0.014995855,0.918,0.949,0.52107,0.63069,0.659516692,0.307,0.244,0.19062,0.18077,0.182317451,0.05,0.047,0.1466,0.10039,0.08984752,4.471,4.366,4.55,4.139,4.138999939,0.672,0.831,0.36878,0.29759,0.290920824,1.314,1.265,1.01404,0.81928,1.21400857,Happy,Happy,Happy,Happy,Happy
Sri Lanka,0.47,0.10081,0,0.014995855,0.016,0.949,0.52107,0.63069,0.659516692,0.605,0.244,0.19062,0.18077,0.182317451,0.134,0.047,0.1466,0.10039,0.08984752,0.082,4.366,4.55,4.139,4.138999939,4.139,0.831,0.36878,0.29759,0.290920824,0.312,1.265,1.01404,0.81928,1.21400857,1.24,Happy,Happy,Happy,Happy,Happy
Sudan,0.10081,0,0.014995855,0.016,0.59657,0.52107,0.63069,0.659516692,0.605,0.99534,0.19062,0.18077,0.182317451,0.134,0.16991,0.1466,0.10039,0.08984752,0.082,0.13633,4.55,4.139,4.138999939,4.139,6.269,0.36878,0.29759,0.290920824,0.312,0.6082,1.01404,0.81928,1.21400857,1.24,0.972,Happy,Happy,Happy,Happy,Happy
Sudan,0,0.014995855,0.016,0.59657,0.52234,0.63069,0.659516692,0.605,0.99534,1.09686,0.18077,0.182317451,0.134,0.16991,0.16665,0.10039,0.08984752,0.082,0.13633,0.12692,4.139,4.138999939,4.139,6.269,6.269,0.29759,0.290920824,0.312,0.6082,0.50933,0.81928,1.21400857,1.24,0.972,0.77866,Happy,Happy,Happy,Happy,Happy
Sudan,0.014995855,0.016,0.59657,0.52234,0.30658,0.659516692,0.605,0.99534,1.09686,0.71206,0.182317451,0.134,0.16991,0.16665,0.18259,0.08984752,0.082,0.13633,0.12692,0.0306,4.138999939,4.139,6.269,6.269,4.867,0.290920824,0.312,0.6082,0.50933,0.07566,1.21400857,1.24,0.972,0.77866,1.07284,Happy,Happy,Happy,Happy,Happy
Sudan,0.016,0.59657,0.52234,0.30658,0.313,0.605,0.99534,1.09686,0.71206,0.811,0.134,0.16991,0.16665,0.18259,0.074,0.082,0.13633,0.12692,0.0306,0.135,4.139,6.269,6.269,4.867,4.212,0.312,0.6082,0.50933,0.07566,0,1.24,0.972,0.77866,1.07284,1.149,Happy,Happy,Happy,Happy,Happy
Suriname,0.59657,0.52234,0.30658,0.313,0.6598,0.99534,1.09686,0.71206,0.811,1.33171,0.16991,0.16665,0.18259,0.074,0.36262,0.13633,0.12692,0.0306,0.135,0.43844,6.269,6.269,4.867,4.212,7.364,0.6082,0.50933,0.07566,0,0.91087,0.972,0.77866,1.07284,1.149,1.28907,Happy,Happy,Happy,Happy,Happy
Suriname,0.52234,0.30658,0.313,0.6598,0.58218,1.09686,0.71206,0.811,1.33171,1.45181,0.16665,0.18259,0.074,0.36262,0.38254,0.12692,0.0306,0.135,0.43844,0.40867,6.269,4.867,4.212,7.364,7.291,0.50933,0.07566,0,0.91087,0.83121,0.77866,1.07284,1.149,1.28907,1.08764,Happy,Happy,Happy,Happy,Happy
Swaziland,0.30658,0.313,0.6598,0.58218,0.612924099,0.71206,0.811,1.33171,1.45181,1.494387269,0.18259,0.074,0.36262,0.38254,0.385399252,0.0306,0.135,0.43844,0.40867,0.384398729,4.867,4.212,7.364,7.291,7.28399992,0.07566,0,0.91087,0.83121,0.830875158,1.07284,1.149,1.28907,1.08764,1.478162169,Happy,Happy,Happy,Happy,Happy
Swaziland,0.313,0.6598,0.58218,0.612924099,0.659,0.811,1.33171,1.45181,1.494387269,1.355,0.074,0.36262,0.38254,0.385399252,0.285,0.135,0.43844,0.40867,0.384398729,0.383,4.212,7.364,7.291,7.28399992,7.314,0,0.91087,0.83121,0.830875158,0.913,1.149,1.28907,1.08764,1.478162169,1.501,Happy,Happy,Happy,Happy,Happy
Sweden,0.6598,0.58218,0.612924099,0.659,0.574,1.33171,1.45181,1.494387269,1.355,1.387,0.36262,0.38254,0.385399252,0.285,0.267,0.43844,0.40867,0.384398729,0.383,0.373,7.364,7.291,7.28399992,7.314,7.343,0.91087,0.83121,0.830875158,0.913,1.009,1.28907,1.08764,1.478162169,1.501,1.487,Happy,Happy,Happy,Happy,Happy
Sweden,0.58218,0.612924099,0.659,0.574,0.66557,1.45181,1.494387269,1.355,1.387,1.39651,0.38254,0.385399252,0.285,0.267,0.29678,0.40867,0.384398729,0.383,0.373,0.41978,7.291,7.28399992,7.314,7.343,7.587,0.83121,0.830875158,0.913,1.009,0.94143,1.08764,1.478162169,1.501,1.487,1.34951,Happy,Happy,Happy,Happy,Happy
